Symbol,Name,Country,Type,Industry/Objective
PHXLFIP:LN,Phoenix Scottish Mutual Liontrust First Income - Pension,GB,Open-End Fund,N.A.
PHFSGEM:LN,Phoenix Scottish Mutual First State Global Emerging Markets,GB,Open-End Fund,N.A.
PHOENIX:BZ,Phoenix FI Multimercado Credito Privado IE,BR,Closed-End Fund,Global Allocation
PHOVEQUO:CN,Phillips Hager & North Overseas Equity Fund,CA,Open-End Fund,Foreign Blend
PHEUQSF:BB,DPAM Horizon B - Bonds EUR Quality Short Term,BE,Open-End Fund,Foreign Aggregate Bond
PHXLDOS:LN,Phoenix LL Life Deposit Original Series,GB,Open-End Fund,N.A.
PHXRROA:CH,Penghua Xingrun Regular Open Flexible Allocation Mixed Fund,CN,Closed-End Fund,Dynamic Allocation
PHXPLII:LN,Phoenix Pearl Life International,GB,Open-End Fund,N.A.
PHNCHUSE:CN,Phillips Hager & North Currency-Hedged US Equity Fund,CA,Open-End Fund,US
PHCCUKG:LN,Phoenix Century CofE UK Growth,GB,Open-End Fund,N.A.
PHSTCHF:SW,Providentia Helvetica - Short Term Fixed Income Fund CHF,CH,Open-End Fund,Foreign Aggregate Bond
PHXSFEL:LN,Phoenix SCP K Far East Life,GB,Open-End Fund,N.A.
PHSTUSD:SW,Providentia Helvetica - Short Term Fixed Income Fund USD,CH,Open-End Fund,Foreign Aggregate Bond
PHASEIF:LN,Phase Investment Fund/The,GB,Open-End Fund,Global Allocation
PHDCONB:LX,Phaidros Funds - Conservative,LU,Open-End Fund,Conservative Allocation
PHEPS2U:LN,PHX S Far East: Phoenix Series 2 Units,GB,Open-End Fund,N.A.
PHELSDU:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PHNMNINA:CN,Phillips Hager & North Monthly Income Fund,CA,Open-End Fund,Moderate Allocation
PHTRPLA:LX,Pharus SICAV - Trend Player,LU,Open-End Fund,Global Allocation
PHGLDII:KY,Physical Gold Fund I SP,KY,Fund of Funds,N.A.
PHGLVQH:LX,Pharus SICAV - Global Value Equity,LU,Open-End Fund,Developed Markets
PHDSPDE:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHTRAFA:GU,Trafalgar FX Fund/The,GG,Open-End Fund,N.A.
PHCI3AC:LN,Phoenix Century International,GB,Open-End Fund,N.A.
PHBEUEQ:LN,Phoenix BULA European Equity Life,GB,Open-End Fund,N.A.
PHXRSMN:LN,Phoenix RSALP Managed,GB,Open-End Fund,N.A.
PHFFAEB:LX,Phaidros Funds - Fallen Angels,LU,Open-End Fund,Conservative Allocation
PHCSMLA:LN,Phoenix Century Sentinel Mastermind Lrc,GB,Open-End Fund,N.A.
PHNSMFL:CN,Phillips Hager & North Small Float Fund,CA,Open-End Fund,Blend Small Cap
PHNCHEF:CN,Phillips Hager & North Currency-Hedged US Equity Fund,CA,Open-End Fund,US
PHXFIS4:LN,Phoenix Property Growth Fixed Interest,GB,Open-End Fund,N.A.
PHNAMS2:LN,Phoenix North America,GB,Open-End Fund,N.A.
PHBULMP:LN,Phoenix BULA Managed Pension Fund,GB,Open-End Fund,Dynamic Allocation
PHTFIA:BZ,PHT FIA Investimento No Exterior,BR,Open-End Fund,Foreign Blend
PHDYX:US,PACE High Yield Investments,US,Open-End Fund,High Yield Bond
PHBGLMA:LX,Pharus Sicav - Best Global Managers,LU,Fund of Funds,Global Allocation
PHNCVBAD:CN,Phillips Hager & North Community Values Balanced Fund,CA,Open-End Fund,Dynamic Allocation
PHNLMPTO:CN,Phillips Hager & North Long Mortgage Pension Trust,CA,Open-End Fund,High Yield Bond
PHNPMOC:CN,Phillips Hager & North Prism-Mid,CA,Open-End Fund,N.A.
PHNMNIF:CN,Phillips Hager & North Monthly Income Class,CA,Open-End Fund,N.A.
PHNMNIND:CN,Phillips Hager & North Monthly Income Fund,CA,Open-End Fund,Moderate Allocation
PHFYBOF:CH,Penghua Fengying Bond Fund,CN,Open-End Fund,Multiple Region
PHDSIDG:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHNCNEVO:CN,Phillips Hager & North Canadian Equity Value Fund,CA,Open-End Fund,Value Broad Market
PH&USAI:CN,Phillips Hager & North US Multi-style All-cap Equity Fund,CA,Open-End Fund,US
PHNLDNL:CN,Phillips Hager & North Lifetime 2050 Fund,CA,Open-End Fund,Target 2046-2050
PHXRSFE:LN,Phoenix RSALP Far East,GB,Open-End Fund,N.A.
PHDIDMU:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHGLVEA:LX,Pharus SICAV - Global Value Equity,LU,Open-End Fund,Developed Markets
PHTSX:US,Principal Funds Inc - Principal LifeTime Hybrid 2050 Fund,US,Fund of Funds,Target 2046-2050
PHINPBD:CH,Penghua Industrial Pure Bond Fund,CN,Open-End Fund,Aggregate Bond
PHNSMFL:CN,Phillips Hager & North Small Float Fund,CA,Open-End Fund,Blend Small Cap
PHCSMLA:LN,Phoenix Century Sentinel Mastermind Lrc,GB,Open-End Fund,N.A.
PHNBAPTO:CN,Phillips Hager & North Balanced Pension Trust,CA,Open-End Fund,Dynamic Allocation
PHTHX:US,Principal Funds Inc - Principal LifeTime Hybrid 2035 Fund,US,Fund of Funds,Target 2031-2035
PHELOAE:LX,Portland Hill Fund SICAV - European Long Only,LU,Open-End Fund,Long Biased
PHSMSIP:LN,Phoenix SM Stakeholder International Pen,GB,Open-End Fund,N.A.
PHXSRAM:CH,Penghua Xingsheng Regular Open Flexible Allocation Mixed Fund,CN,Closed-End Fund,Dynamic Allocation
PHBINPP:LN,Phoenix BULA Income Protector - Pension,GB,Open-End Fund,N.A.
PHSMGBP:LN,Phoenix Scottish Mutual Invesco Perpetual Global Bond - Pension,GB,Open-End Fund,N.A.
PHHSFAA:CH,Penghua Hongshi Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHOVEQUF:CN,Phillips Hager & North Overseas Equity Fund,CA,Open-End Fund,Foreign Blend
PHXFIS3:LN,Phoenix Property Growth Fixed Interest,GB,Open-End Fund,N.A.
PHFI3Y1:TB,Phatra Fixed Income 3y1 Fund,TH,Open-End Fund,Aggregate Bond
PHBLGRP:LN,Phoenix Balanced Growth - Pension,GB,Open-End Fund,N.A.
PHNCNEVD:CN,Phillips Hager & North Canadian Equity Value Fund,CA,Open-End Fund,Value Broad Market
PHSIPAU:HK,Pictet Strategic Income,HK,Open-End Fund,Dynamic Allocation
PHPSIEF:CH,Penghua Pension Industry Equity Fund,CN,Open-End Fund,Thematic Sector
PHXLFIP:LN,Phoenix Scottish Mutual Liontrust First Income - Pension,GB,Open-End Fund,N.A.
PHDCONB:LX,Phaidros Funds - Conservative,LU,Open-End Fund,Conservative Allocation
PHTRAFB:GU,Trafalgar FX Fund/The,GG,Open-End Fund,N.A.
PHPBS2L:LN,Pru Henderson Preference & Bond S2-Life,GB,Open-End Fund,N.A.
PHNSTBAD:CN,Phillips Hager & North Short Term Bond & Mortgage Fund,CA,Open-End Fund,Dynamic Allocation
PHPMF1:BD,PHP First Mutual Fund,BD,Closed-End Fund,Aggregate Bond
PHITHAI:KY,Phillip Capital Management - Aizawa Thai Fund,KY,Open-End Fund,Dynamic Allocation
PHUSMMA:SP,Phillip US Dollar Money Market Fund,SG,Open-End Fund,Enhanced MMKT (Non-US)
PHLSGEA:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PHNCVGEO:CN,Phillips Hager & North Community Values Global Equity Fund,CA,Open-End Fund,Foreign Value
PHCCRMC:LN,Phoenix Century Crown Managed - Pension,GB,Open-End Fund,N.A.
PHNMMFD:CN,Phillips Hager & North Canadian Money Market Fund,CA,Open-End Fund,General (Non-US)
PHFTROB:CH,Penghua Fengtai Regular Open Bond Fund,CN,Open-End Fund,Aggregate Bond
PHYBS2L:LN,Pru M&G High Yield Corporate Bond S2-Life,GB,Open-End Fund,N.A.
PHFXCBS:CH,Penghua Fengxin Grade Bond Fund,CN,Open-End Fund,Aggregate Bond
PHCMEEF:CH,Penghua Culture Media Entertainment Equity Fund,CN,Open-End Fund,Thematic Sector
PHARSAE:LX,Pharus SICAV - Biotech,LU,Open-End Fund,Health Care Sector
PHHDFAA:CH,Penghua Hongda Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHFEYUB:CH,Penghua Fengyu Bond Fund,CN,Open-End Fund,Multiple Region
PHK:US,PIMCO High Income Fund,US,Closed-End Fund,High Yield Bond
PHTRAFA:GU,Trafalgar FX Fund/The,GG,Open-End Fund,N.A.
PHCI3AC:LN,Phoenix Century International,GB,Open-End Fund,N.A.
PH&OEAL:CN,Phillips Hager & North Overseas Equity Fund,CA,Open-End Fund,Foreign Blend
PHASGAA:TB,PHATRA STRATEGIC ASSET ALLOCATION FUND,TH,Open-End Fund,Global Allocation
PHICX:US,Prudential Muni High Income Fund,US,Open-End Fund,Muni National Long
PHTLX:US,Principal Funds Inc - Principal LifeTime Hybrid 2030 Fund,US,Fund of Funds,Target 2026-2030
PHNCEPF:CN,Phillips Hager & North Canadian Growth Fund,CA,Open-End Fund,Foreign Growth
PHIMOMF:MK,Phillip MASTER - Money Market Fund,MY,Open-End Fund,General (Non-US)
PHGLDII:KY,Physical Gold Fund I SP,KY,Fund of Funds,N.A.
PHREX:US,Phocas Real Estate Fund,US,Open-End Fund,Real Estate Sector
PHF:US,Pacholder High Yield Fund Inc,US,Closed-End Fund,High Yield Bond
PHXBUPL:LN,Phoenix BULA Property Life,GB,Open-End Fund,N.A.
PHNMNIC:CN,Phillips Hager & North Monthly Income Class,CA,Open-End Fund,N.A.
PHPGES4:LN,Phoenix Property Growth Equity,GB,Open-End Fund,N.A.
PHYNEND:LX,Pioneer SICAV - Euro High Yield,LU,Open-End Fund,High Yield Bond
PHSTCHF:SW,Providentia Helvetica - Short Term Fixed Income Fund CHF,CH,Open-End Fund,Foreign Aggregate Bond
PHCCUKG:LN,Phoenix Century CofE UK Growth,GB,Open-End Fund,N.A.
PHPSIEF:CH,Penghua Pension Industry Equity Fund,CN,Open-End Fund,Thematic Sector
PHXLFIP:LN,Phoenix Scottish Mutual Liontrust First Income - Pension,GB,Open-End Fund,N.A.
PHTRAFB:GU,Trafalgar FX Fund/The,GG,Open-End Fund,N.A.
PHOMSAL:LN,PHX H Opt Managed: Series A Life,GB,Open-End Fund,N.A.
PHTTX:US,Principal Funds Inc - Principal LifeTime Hybrid 2020 Fund,US,Fund of Funds,Target 2016-2020
PHHEPFM:CH,Penghua Health and Environmental Protection Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHRSAEP:LN,Phoenix R Sol Aberdeen Ethical World - Pen,GB,Open-End Fund,N.A.
PH&USAL:CN,Phillips Hager & North US Multi-style All-cap Equity Fund,CA,Open-End Fund,US
PHIAEDC:LX,Philae Fund-Active Emerging Debt,LU,Open-End Fund,Emerging Markets Bond
PHNMMFD:CN,Phillips Hager & North Canadian Money Market Fund,CA,Open-End Fund,General (Non-US)
PHHYFAC:CH,Penghua Hongyi Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHIPLTF:TB,Phillip Long Term Equity Fund,TH,Open-End Fund,Growth Broad Market
PHTRX:US,Principal Funds Inc - Principal LifeTime Hybrid 2015 Fund,US,Fund of Funds,Target up to 2015
PHCSIRE:CH,Penghua CSI 800 Real Estate Index Classified Fund- Main,CN,Open-End Fund,Thematic Sector
PHTRPLB:LX,Pharus SICAV - Trend Player,LU,Open-End Fund,Global Allocation
PHACWPP:LN,Phoenix Alba Crusader With Profit Performance,GB,Open-End Fund,N.A.
PHNBNDFO:CN,Phillips Hager & North Bond Fund,CA,Open-End Fund,Aggregate Bond Long
PHOCPIE:BZ,CSHG Phoenix FI Multimercado Credito Privado Investimento no Exterior,BR,Closed-End Fund,Global Allocation
PHT:US,Pioneer High Income Trust,US,Closed-End Fund,High Yield Bond
PHXUMQP:LN,PHX U Money: Quoted Prices,GB,Open-End Fund,N.A.
PHGDYOC:LX,Pharus Sicav - Global Dynamic Opportunities,LU,Open-End Fund,Long Short
PHAIEQB:LX,Pharus Sicav - International Equity Quant,LU,Open-End Fund,Foreign Blend
PHNTRTBC:CN,PH&N - Total Return Bond Fund,CA,Open-End Fund,Foreign Aggregate Bond
PHGFIF:US,Popular High Grade Fixed-Income Fund Inc,US,Open-End Fund,Aggregate Bond
PHATTRA:LX,Pharus SICAV - Athesis Total Return,LU,Open-End Fund,Dynamic Allocation
PHEUQSE:BB,DPAM Horizon B - Bonds EUR Quality Short Term,BE,Open-End Fund,Foreign Aggregate Bond
PHNINOC:CN,Phillips Hager & North Infrastructure Debt Fund,CA,Open-End Fund,N.A.
PHIGSFC:CH,Penghua Industry Growth Securities Investment Fund,CN,Open-End Fund,Dynamic Allocation
PHAREAA:LX,Pharus Sicav - Europe Absolute Fund,LU,Open-End Fund,Dynamic Allocation
PHTKGGA:LX,Pharus SICAV-Tikehon Global Growth & Income Fund,LU,Open-End Fund,Global Allocation
PHXRSFI:LN,Phoenix RSALP Fixed Interest,GB,Open-End Fund,N.A.
PHNINFBF:CN,PH&N - Inflation-Linked Bond Fund,CA,Open-End Fund,Inflation Protected
PHARLIQ:LX,Pharus Sicav - Liquidity,LU,Open-End Fund,Foreign Aggregate Bond
PHDBGIB:CH,Penghua Double Bonds Guaranteed Income Bond Fund,CN,Open-End Fund,Aggregate Bond
PHCDSME:LX,Portland Hill Fund SICAV - Catalyst Driven Strategy,LU,Open-End Fund,Multi Strategy
PHGFIF:US,Popular High Grade Fixed-Income Fund Inc,US,Open-End Fund,Aggregate Bond
PHYSCOU:LE,BI Physical Commodity Fund,LI,Open-End Fund,Broad Based
PHTRX:US,Principal Funds Inc - Principal LifeTime Hybrid 2015 Fund,US,Fund of Funds,Target up to 2015
PHCSIRE:CH,Penghua CSI 800 Real Estate Index Classified Fund- Main,CN,Open-End Fund,Thematic Sector
PHTRPLB:LX,Pharus SICAV - Trend Player,LU,Open-End Fund,Global Allocation
PHMETEF:CH,Penghua Medical Technology Equity Fund,CN,Open-End Fund,Health Care Sector
PHNXSEC:FP,Allianz Securite,FR,Open-End Fund,EURO Focused (Non-US)
PHSDX:US,PIMCO High Yield Spectrum Fund,US,Open-End Fund,High Yield Bond
PHNUSFAL:CN,Phillips Hager & North US Equity Fund,CA,Open-End Fund,US
PHIDSHH:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHACWPP:LN,Phoenix Alba Crusader With Profit Performance,GB,Open-End Fund,N.A.
PHSPX:US,PIMCO High Yield Spectrum Fund,US,Open-End Fund,High Yield Bond
PHT8EMQ:LX,Pharus SICAV - T-8 Emerging Markets Bond,LU,Open-End Fund,EM Bond Lcl Curr
PHXSSOP:LN,Phoenix SM Stakeholder Opportunity Pen,GB,Open-End Fund,N.A.
PHGLVIH:LX,Pharus SICAV - Global Value Equity,LU,Open-End Fund,Developed Markets
PHNTRTBC:CN,PH&N - Total Return Bond Fund,CA,Open-End Fund,Foreign Aggregate Bond
PHELSCG:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PHXSMSG:LN,Phoenix Scottish Mutual Smoothed Growth,GB,Open-End Fund,N.A.
PH&OEAL:CN,Phillips Hager & North Overseas Equity Fund,CA,Open-End Fund,Foreign Blend
PHASGAA:TB,PHATRA STRATEGIC ASSET ALLOCATION FUND,TH,Open-End Fund,Global Allocation
PHICX:US,Prudential Muni High Income Fund,US,Open-End Fund,Muni National Long
PHTLX:US,Principal Funds Inc - Principal LifeTime Hybrid 2030 Fund,US,Fund of Funds,Target 2026-2030
PHNCEPF:CN,Phillips Hager & North Canadian Growth Fund,CA,Open-End Fund,Foreign Growth
PHIMOMF:MK,Phillip MASTER - Money Market Fund,MY,Open-End Fund,General (Non-US)
PHGDYOQ:LX,Pharus Sicav - Global Dynamic Opportunities,LU,Open-End Fund,Long Short
PHSZX:US,Prudential Jennison Health Sciences Fund,US,Open-End Fund,Health Care Sector
PHSSERC:LX,Pharus Sicav - Southern Europe,LU,Open-End Fund,Multiple Region
PHNVNTFF:CN,Phillips Hager & North Vintage Fund,CA,Open-End Fund,Growth Small Cap
PHNCVBOF:CN,Phillips Hager & North Community Values Bond Fund,CA,Open-End Fund,Aggregate Bond
PHHPAGL:LN,Phoenix H Perpetual American Growth-Life,GB,Open-End Fund,N.A.
PHSIX:US,PIMCO High Yield Spectrum Fund,US,Open-End Fund,High Yield Bond
PHT8EA1:LX,Pharus SICAV - T-8 Emerging Markets Bond,LU,Open-End Fund,EM Bond Lcl Curr
PHPGES3:LN,Phoenix Property Growth Equity,GB,Open-End Fund,N.A.
PHHHFAA:CH,Penghua Honghua Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHNHYDBB:CN,Phillips Hager & North High Yield Bond Fund,CA,Open-End Fund,General Corporate Bond
PHXNLFI:LN,Phoenix NPI Life Fixed Interest,GB,Open-End Fund,Dynamic Allocation
PHSMCPL:LN,Phoenix SM Cash Plus Life,GB,Open-End Fund,N.A.
PHNOOEC:CN,Phillips Hager & North Overseas Equity Class,CA,Open-End Fund,Foreign Growth
PHARVAB:LX,Pharus Sicav - Value,LU,Open-End Fund,Moderate Allocation
PHIMMKT:IJ,Phillip Money Market Fund,ID,Open-End Fund,General (Non-US)
PHSMNMP:LN,Phoenix Scottish Mutual Newton Managed - Pension,GB,Open-End Fund,N.A.
PHCDUTP:LN,Phoenix Century NBA Discretion UT Portfolio,GB,Open-End Fund,N.A.
PHNPSOC:CN,Phillips Hager & North Prism-Short,CA,Open-End Fund,N.A.
PHXCIGR:LN,Phoenix Century Income & Growth,GB,Open-End Fund,N.A.
PHANAEB:LN,Phoenix BULA ACI North American Equity,GB,Open-End Fund,N.A.
PHLQX:US,Prudential Jennison Health Sciences Fund,US,Open-End Fund,Health Care Sector
PHPPU5S:LN,Phoenix Century Prosperity Paid Up 5 Star,GB,Open-End Fund,N.A.
PHXWPPA:LN,Phoenix With Profits - Pension,GB,Open-End Fund,N.A.
PHGLEQUC:CN,Phillips Hager & North Global Equity Fund,CA,Open-End Fund,Foreign Blend
PHXOPSO:LN,Phoenix Option Property,GB,Open-End Fund,N.A.
PHCSLFA:CH,Penghua Consumption Leading Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHYNX:US,PENN Capital High Yield Fund,US,Open-End Fund,High Yield Bond
PHDSHPU:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHXSFWL:LN,Phoenix SM Fidelity Wealthbuilder-Life,GB,Open-End Fund,N.A.
PHTARGB:LX,Pharus Sicav - Target,LU,Open-End Fund,High Yield Bond
PHLSGEA:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PHPMF1:BD,PHP First Mutual Fund,BD,Closed-End Fund,Aggregate Bond
PHITHAI:KY,Phillip Capital Management - Aizawa Thai Fund,KY,Open-End Fund,Dynamic Allocation
PHUSMMA:SP,Phillip US Dollar Money Market Fund,SG,Open-End Fund,Enhanced MMKT (Non-US)
PHNBAPT:CN,Phillips Hager & North Balanced Pension Trust,CA,Open-End Fund,Dynamic Allocation
PHIDSIE:LX,Pictet - High Dividend Selection,LU,Open-End Fund,Foreign Value
PHXCILH:LN,Phoenix Century International Life,GB,Open-End Fund,N.A.
PH&IBAL:CN,PH&N - Inflation-Linked Bond Fund,CA,Open-End Fund,Inflation Protected
PHPGPS4:LN,Phoenix Property Growth Property,GB,Open-End Fund,N.A.
PHLSGUA:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PH&GEAL:CN,Phillips Hager & North Global Equity Fund,CA,Open-End Fund,Foreign Blend
PHDCONC:LX,Phaidros Funds - Conservative,LU,Open-End Fund,Conservative Allocation
PHNUSMAF:CN,Phillips Hager & North US Multi-style All-cap Equity Fund,CA,Open-End Fund,US
PHBGLMQ:LX,Pharus Sicav - Best Global Managers,LU,Fund of Funds,Global Allocation
PHSRX:US,Putnam Global Health Care Fund,US,Open-End Fund,Health Care Sector
PHYNUDA:LX,Pioneer Funds - Euro High Yield,LU,Open-End Fund,High Yield Bond
PHCDINAS:CN,Phillips Hager & North Canadian Income Fund,CA,Open-End Fund,Dynamic Allocation
PHAMTOM:BZ,Phantom FIC FIA,BR,Fund of Funds,Blend Broad Market
PHELSDC:LX,Portland Hill Fund SICAV - European Long/Short,LU,Open-End Fund,Long Short
PHCDSAU:LX,Portland Hill Fund SICAV - Catalyst Driven Strategy,LU,Open-End Fund,Multi Strategy
PHTIAGG:LX,Pharus Sicav - Titan Aggressive,LU,Fund of Funds,Global Allocation
PHNCVGEO:CN,Phillips Hager & North Community Values Global Equity Fund,CA,Open-End Fund,Foreign Value
PHCCRMC:LN,Phoenix Century Crown Managed - Pension,GB,Open-End Fund,N.A.
PHNSTBFF:CN,Phillips Hager & North Short Term Bond & Mortgage Fund,CA,Open-End Fund,Dynamic Allocation
PHOSMOL:LN,Phoenix SM Opportunity Life,GB,Open-End Fund,N.A.
PHSTUSI:SW,Providentia Helvetica - Short Term Fixed Income Fund USD,CH,Open-End Fund,Foreign Aggregate Bond
PHIEQEX:MK,Libra EquityEXTRA Fund,MY,Open-End Fund,Blend Broad Market
PHNCEDN:CN,Phillips Hager & North Canadian Equity Value Class,CA,Open-End Fund,Blend Large Cap
PHSSHIE:CH,Penghua Shanghai Shenzhen Hong Kong Internet Equity Fund,CN,Open-End Fund,Technology Sector
PHXODSO:LN,Phoenix Option Deposit,GB,Open-End Fund,N.A.
PHCEUR7:LN,Phoenix Century European,GB,Open-End Fund,N.A.
PHNUSGFU:CN,Phillips Hager & North US Growth Fund,CA,Open-End Fund,North American Region
PHHTFAC:CH,Penghua Hongteng Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHNCVBFU:CN,Phillips Hager & North Community Values Bond Fund,CA,Open-End Fund,Aggregate Bond
PHSIHPC:HK,Pictet Strategic Income,HK,Open-End Fund,Dynamic Allocation
PHTKX:US,Principal Funds Inc - Principal LifeTime Hybrid 2030 Fund,US,Fund of Funds,Target 2026-2030
PHOSMOL:LN,Phoenix SM Opportunity Life,GB,Open-End Fund,N.A.
PHYPX:US,PACE High Yield Investments,US,Open-End Fund,High Yield Bond
PHDCOND:LX,Phaidros Funds - Conservative,LU,Open-End Fund,Conservative Allocation
PHAIBLC:LX,Phaidros Funds - Balanced,LU,Open-End Fund,Dynamic Allocation
PHTCX:US,Principal Funds Inc - Principal LifeTime Hybrid 2015 Fund,US,Fund of Funds,Target up to 2015
PHXHROA:CH,Penghua Xinghe Regular Open Flexible Allocation Mixed Fund,CN,Closed-End Fund,Dynamic Allocation
PHIINDO:KY,Phillip Capital Management - Phillip Aizawa Indonesia Fund,KY,Open-End Fund,Single Country
PHHFAMC:CH,Penghua Hongze Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHJDPGA:CH,Penghua Jinding Principal Guaranteed Mixed Fund,CN,Open-End Fund,Moderate Allocation
PHNTRTAD:CN,PH&N - Total Return Bond Fund,CA,Open-End Fund,Foreign Aggregate Bond
PHMZADQ:LX,Pharus SICAV - Marzotto Active Diversified,LU,Open-End Fund,Foreign Blend
PHGLEQUI:CN,Phillips Hager & North Global Equity Fund,CA,Open-End Fund,Foreign Blend
PHSCPHI:LN,Phoenix SCP High Income,GB,Open-End Fund,Growth Broad Market
PHAIBLE:LX,Phaidros Funds - Balanced,LU,Open-End Fund,Dynamic Allocation
PHPRROB:CH,Penghua Fengrong Regular Open Bond Securities Investment Fund,CN,Open-End Fund,Aggregate Bond
PHUAFJB:CH,Penghua Fengjia Bond Fund,CN,Open-End Fund,Multiple Region
PHBFILG:LN,Phoenix BULA Fixed Interest Life,GB,Open-End Fund,N.A.
PHFMBOF:CH,Penghua Fengmao Bond Fund,CN,Open-End Fund,Aggregate Bond
PHCEU2C:LN,Phoenix Century European,GB,Open-End Fund,N.A.
PHXEQ33:LN,Phoenix Equity,GB,Open-End Fund,N.A.
PHIEQEX:MK,Libra EquityEXTRA Fund,MY,Open-End Fund,Blend Broad Market
PHNCEDN:CN,Phillips Hager & North Canadian Equity Value Class,CA,Open-End Fund,Blend Large Cap
PHXODSO:LN,Phoenix Option Deposit,GB,Open-End Fund,N.A.
PHNSMFLO:CN,Phillips Hager & North Small Float Fund,CA,Open-End Fund,Blend Small Cap
PHCEUR7:LN,Phoenix Century European,GB,Open-End Fund,N.A.
PHNTRTBF:CN,PH&N - Total Return Bond Fund,CA,Open-End Fund,Foreign Aggregate Bond
PHFMMKB:CH,Penghua Money Market Fund,CN,Open-End Fund,General (Non-US)
PHRUFCS:LN,Phoenix R UFC Secure,GB,Open-End Fund,N.A.
PHHHFAC:CH,Penghua Honghua Flexible Allocation Mixed Fund,CN,Open-End Fund,Dynamic Allocation
PHXRSWP:LN,Phoenix RSALP With Profits,GB,Open-End Fund,N.A.
PHGLOPP:SP,Phillip Global Opportunities Funds - Global Opportunities Fund,SG,Fund of Funds,Global Allocation
